Employee_ID,Question_ID,Selected_Value,Value_Order
3218,102,Employee Engagement,8
3218,102,Quality,9
3218,102,Profit,10
3218,103,Financial Stability,1
3218,103,Team Work,2
3218,103,Achievement,3
3218,103,Digital Connectivity,4
3218,103,Safety,5
3218,103,Balance (Home/Work),6
3218,103,Leadership Development,7
3218,103,Organisational Growth,8
3218,103,Well-Being (Physical/ Emotional/ Mental/ Spiritual),9
3218,103,Mission Focus,10
2376,101,Safety,1
2376,101,Integrity,2
2376,101,Mission Focus,3
2376,101,Ethics,4
2376,101,Well-Being (Physical/ Emotional/ Mental/ Spiritual),5
2376,101,Continuous Improvement,6
2376,101,Global Thinking,7
2376,101,Risk-Taking,8
2376,101,Organisational Growth,9
2376,101,Ambition,10
2376,102,Continuous Improvement,1
2376,102,Cost Reduction,2
2376,102,Profit,3
2376,102,Digital Connectivity,4
2376,102,Safety,5
2376,102,Global Thinking,6
2376,102,Customer Satisfaction,7
2376,102,Ambition,8
2376,102,Employee Engagement,9
2376,102,Risk-Taking,10
2376,103,Long-Term Perspective,1
2376,103,Brand Image,2
2376,103,Open Communication,3
2376,103,Team Work,4
2376,103,Quality,5
2376,103,Trust,6
2376,103,Customer Satisfaction,7
2376,103,Financial Stability,8
2376,103,Safety,9
2376,103,Profit,10
2875,101,Accountability,1
2875,101,Continuous Learning,2
2875,101,Continuous Improvement,3
2875,101,Making A Difference,4
2875,101,Fairness,5
2875,101,Quality,6
2875,101,Patience,7
2875,101,Professional Growth,8
2875,101,Risk-Taking,9
2875,101,Trust,10
2875,102,Accountability,1
2875,102,Ambition,2
2875,102,Brand Image,3
2875,102,Efficiency,4
2875,102,Employee Engagement,5
2875,102,Fairness,6
2875,102,Sustainability,7
2875,102,Reliability,8
2875,102,Risk-Taking,9
2875,102,Integrity,10
2875,103,Accountability,1
2875,103,Cost Reduction,2
2875,103,Empowerment,3
2875,103,Quality,4
2875,103,Profit,5
2875,103,Integrity,6
2875,103,Reliability,7
2875,103,Team Work,8
2875,103,Transparency,9
2875,103,Information Sharing,10
1340,101,Accountability,1
1340,101,Customer Satisfaction,2
1340,101,Achievement,3
1340,101,Team Work,4
1340,101,Integrity,5
1340,101,Safety,6
1340,101,Profit,7
1340,101,Commitment,8
1340,101,Excellence,9
1340,101,Efficiency,10
1340,102,Customer Satisfaction,1
1340,102,Achievement,2
1340,102,Excellence,3
1340,102,Cost Reduction,4
1340,102,Quality,5
1340,102,Profit,6
1340,102,Organisational Growth,7
1340,102,Mission Focus,8
1340,102,Safety,9
1340,102,Global Thinking,10
1340,103,Customer Satisfaction,1
1340,103,Financial Stability,2
1340,103,Ethics,3
1340,103,Integrity,4
1340,103,Excellence,5
1340,103,Profit,6
1340,103,Safety,7
1340,103,Achievement,8
1340,103,Team Work,9
1340,103,Mission Focus,10
1955,101,Accountability,1
1955,101,Achievement,2
1955,101,Continuous Improvement,3
1955,101,Cost Reduction,4
1955,101,Excellence,5
1955,101,Information Sharing,6
1955,101,Leadership Development,7
1955,101,Long-Term Perspective,8
1955,101,Organisational Growth,9
1955,101,Safety,10
1955,102,Brand Image,1
1955,102,Continuous Improvement,2
1955,102,Customer Satisfaction,3
1955,102,Employee Engagement,4
1955,102,Mission Focus,5
1955,102,Sustainability,6
1955,102,Trust,7
1955,102,Vision,8
1955,102,Financial Stability,9
1955,102,Long-Term Perspective,10
1955,103,Vision,1
1955,103,Mission Focus,2
1955,103,Open Communication,3
1955,103,Professional Growth,4
1955,103,Quality,5
1955,103,Coaching/ Mentoring,6
1955,103,Information Sharing,7
1955,103,Safety,8
1955,103,Transparency,9
1955,103,Team Work,10
2608,101,Ethics,1
2608,101,Accountability,2
2608,101,Ambition,3
2608,101,Commitment,4
2608,101,Continuous Learning,5
2608,101,Integrity,6
2608,101,Perseverance,7
2608,101,Team Work,8
2608,101,Trust,9
2608,101,Transparency,10
2608,102,Accountability,1
2608,102,Achievement,2
2608,102,Ambition,3
2608,102,Ethics,4
2608,102,Excellence,5
2608,102,Global Thinking,6
2608,102,Innovation,7
2608,102,Integrity,8
2608,102,Transparency,9
2608,102,Trust,10
2608,103,Accountability,1
2608,103,Ambition,2
2608,103,Commitment,3
2608,103,Excellence,4
2608,103,Ethics,5
2608,103,Equality,6
2608,103,Customer Satisfaction,7
2608,103,Brand Image,8
2608,103,Community Involvement,9
2608,103,Sustainability,10
3280,101,Personal Growth,1
3280,101,Accountability,2
3280,101,Job Security,3
3280,101,Leadership Development,4
3280,101,Organisational Growth,5
3280,101,Professional Growth,6
3280,101,Trust,7
3280,101,Team Work,8
3280,101,Risk-Taking,9
3280,101,Safety,10
3280,102,Achievement,1
3280,102,Customer Satisfaction,2
3280,102,Personal Growth,3
3280,102,Team Work,4
3280,102,Sustainability,5
3280,102,Transparency,6
3280,102,Trust,7
3280,102,Vision,8
3280,102,Safety,9
3280,102,Professional Growth,10
3280,103,Profit,1
3280,103,Quality,2
3280,103,Safety,3
3280,103,Transparency,4
3280,103,Trust,5
3280,103,Team Work,6
3280,103,Sustainability,7
3280,103,Recognition,8
3280,103,Long-Term Perspective,9
3280,103,Information Sharing,10
490,101,Accountability,1
490,101,Balance (Home/Work),2
490,101,Ambition,3
490,101,Commitment,4
490,101,Continuous Learning,5
490,101,Fairness,6
490,101,Ethics,7
490,101,Risk-Taking,8
490,101,Reliability,9
490,101,Professional Growth,10
490,102,Brand Image,1
490,102,Financial Stability,2
490,102,Vision,3
490,102,Customer Satisfaction,4
490,102,Community Involvement,5
490,102,Continuous Improvement,6
490,102,Cost Reduction,7
490,102,Efficiency,8
490,102,Digital Connectivity,9
490,102,Quality,10
490,103,Balance (Home/Work),1
490,103,Open Communication,2
490,103,Job Security,3
490,103,Fairness,4
490,103,Transparency,5
490,103,Trust,6
490,103,Empowerment,7
490,103,Ease With Uncertainty,8
490,103,Equality,9
490,103,Leadership Development,10
3125,101,Achievement,1
3125,101,Decisiveness,2
3125,101,Global Thinking,3
3125,101,Making A Difference,4
3125,101,Personal Growth,5
3125,101,Reliability,6
3125,101,Professional Growth,7
3125,101,Team Work,8
3125,101,Customer Satisfaction,9
3125,101,Long-Term Perspective,10
3125,102,Brand Image,1
3125,102,Financial Stability,2
3125,102,Achievement,3
3125,102,Making A Difference,4
3125,102,Empowerment,5
3125,102,Customer Satisfaction,6
3125,102,Digital Connectivity,7
3125,102,Mission Focus,8
3125,102,Safety,9
3125,102,Transparency,10
3125,103,Brand Image,1
3125,103,Quality,2
3125,103,Safety,3
3125,103,Sustainability,4
3125,103,Team Work,5
3125,103,Transparency,6
3125,103,Fairness,7
3125,103,Professional Growth,8
3125,103,Financial Stability,9
3125,103,Job Security,10
1875,101,Achievement,1
1875,101,Accountability,2
1875,101,Team Work,3
1875,101,Long-Term Perspective,4
1875,101,Professional Growth,5
1875,101,Trust,6
1875,101,Long Hours,7
1875,101,Global Thinking,8
1875,101,Safety,9
1875,101,Organisational Growth,10
1875,102,Achievement,1
1875,102,Accountability,2
1875,102,Financial Stability,3
1875,102,Customer Satisfaction,4
1875,102,Quality,5
1875,102,Profit,6
1875,102,Excellence,7
1875,102,Efficiency,8
1875,102,Cost Reduction,9
1875,102,Commitment,10
1875,103,Safety,1
1875,103,Risk-Taking,2
1875,103,Reliability,3
1875,103,Team Work,4
1875,103,Transparency,5
1875,103,Trust,6
1875,103,Commitment,7
1875,103,Empowerment,8
1875,103,Financial Stability,9
1875,103,Sustainability,10
702,101,Accountability,1
702,101,Commitment,2
702,101,Cost Reduction,3
702,101,Employee Engagement,4
702,101,Equality,5
702,101,Financial Stability,6
702,101,Job Security,7
702,101,Organisational Growth,8
702,101,Professional Growth,9
702,101,Reliability,10
702,102,Achievement,1
702,102,Commitment,2
702,102,Continuous Learning,3
702,102,Customer Satisfaction,4
702,102,Equality,5
702,102,Global Thinking,6
702,102,Job Security,7
702,102,Transparency,8
702,102,Safety,9
702,102,Profit,10
702,103,Ambition,1
702,103,Brand Image,2
702,103,Continuous Learning,3
702,103,Efficiency,4
702,103,Fairness,5
702,103,Vision,6
702,103,Risk-Taking,7
702,103,Quality,8
702,103,Patience,9
702,103,Long Hours,10
427,101,Trust,1
427,101,Team Work,2
427,101,Vision,3
427,101,Ethics,4
427,101,Accountability,5
427,101,Customer Satisfaction,6
427,101,Achievement,7
427,101,Ambition,8
427,101,Commitment,9
427,101,Integrity,10
427,102,Continuous Improvement,1
427,102,Cost Reduction,2
427,102,Commitment,3
427,102,Efficiency,4
427,102,Hierarchy,5
427,102,Long Hours,6
427,102,Profit,7
427,102,Quality,8
427,102,Safety,9
427,102,Sustainability,10
427,103,Customer Satisfaction,1
427,103,Adaptability,2
427,103,Vision,3
427,103,Team Work,4
427,103,Accountability,5
427,103,Continuous Improvement,6
427,103,Employee Engagement,7
427,103,Ethics,8
427,103,Leadership Development,9
427,103,Professional Growth,10
1739,101,Ambition,1
1739,101,Commitment,2
1739,101,Continuous Learning,3
1739,101,Ease With Uncertainty,4
1739,101,Excellence,5
1739,101,Global Thinking,6
1739,101,Innovation,7
1739,101,Organisational Growth,8
1739,101,Professional Growth,9
1739,101,Safety,10
1739,102,Achievement,1
1739,102,Coaching/ Mentoring,2
1739,102,Cost Reduction,3
1739,102,Customer Satisfaction,4
1739,102,Ethics,5
1739,102,Global Thinking,6
1739,102,Leadership Development,7
1739,102,Organisational Growth,8
1739,102,Profit,9
1739,102,Safety,10
1739,103,Ambition,1
1739,103,Commitment,2
1739,103,Continuous Improvement,3
1739,103,Customer Satisfaction,4
1739,103,Excellence,5
1739,103,Global Thinking,6
1739,103,Integrity,7
1739,103,Team Work,8
1739,103,Safety,9
1739,103,Profit,10
2393,101,Balance (Home/Work),1
2393,101,Ambition,2
2393,101,Team Work,3
2393,101,Continuous Improvement,4
2393,101,Organisational Growth,5
2393,101,Quality,6
2393,101,Sustainability,7
2393,101,Achievement,8
2393,101,Excellence,9
2393,101,Continuous Learning,10
2393,102,Achievement,1
2393,102,Brand Image,2
2393,102,Customer Satisfaction,3
2393,102,Sustainability,4
2393,102,Innovation,5
2393,102,Continuous Improvement,6
2393,102,Excellence,7
2393,102,Safety,8
2393,102,Quality,9
2393,102,Leadership Development,10
2393,103,Quality,1
2393,103,Cost Reduction,2
2393,103,Safety,3
2393,103,Excellence,4
2393,103,Team Work,5
2393,103,Innovation,6
2393,103,Customer Satisfaction,7
2393,103,Financial Stability,8
2393,103,Sustainability,9
2393,103,Reliability,10
2311,101,Vision,1
2311,101,Sustainability,2
2311,101,Achievement,3
2311,101,Compassion,4
2311,101,Commitment,5
2311,101,Cost Reduction,6
2311,101,Professional Growth,7
2311,101,Customer Satisfaction,8
2311,101,Quality,9
2311,101,Patience,10
2311,102,Adaptability,1
2311,102,Coaching/ Mentoring,2
2311,102,Balance (Home/Work),3
2311,102,Commitment,4
2311,102,Cost Reduction,5
2311,102,Vision,6
2311,102,Trust,7
2311,102,Transparency,8
2311,102,Team Work,9
2311,102,Recognition,10
2311,103,Equality,1
2311,103,Recognition,2
2311,103,Long-Term Perspective,3
2311,103,Team Work,4
2311,103,Transparency,5
2311,103,Risk-Taking,6
2311,103,Trust,7
2311,103,Safety,8
2311,103,Vision,9
2311,103,Well-Being (Physical/ Emotional/ Mental/ Spiritual),10
740,101,Long-Term Perspective,1
740,101,Blame,2
740,101,Trust,3
740,101,Job Security,4
740,101,Innovation,5
740,101,Equality,6
740,101,Continuous Improvement,7
740,101,Professional Growth,8
740,101,Organisational Growth,9
740,101,Excellence,10
740,102,Achievement,1
740,102,Adaptability,2
740,102,Ambition,3
740,102,Cost Reduction,4
740,102,Continuous Improvement,5
740,102,Sustainability,6
740,102,Safety,7
740,102,Global Thinking,8
740,102,Customer Satisfaction,9
740,102,Innovation,10
740,103,Equality,1
740,103,Excellence,2
740,103,Continuous Improvement,3
740,103,Coaching/ Mentoring,4
740,103,Leadership Development,5
740,103,Long-Term Perspective,6
740,103,Making A Difference,7
740,103,Profit,8
740,103,Reliability,9
740,103,Team Work,10
1452,101,Cost Reduction,1
1452,101,Coaching/ Mentoring,2
1452,101,Customer Satisfaction,3
1452,101,Leadership Development,4
1452,101,Quality,5
1452,101,Safety,6
1452,101,Trust,7
1452,101,Risk-Taking,8
1452,101,Team Work,9
1452,101,Brand Image,10
1452,102,Achievement,1
1452,102,Ambition,2
1452,102,Continuous Improvement,3
1452,102,Continuous Learning,4
1452,102,Cost Reduction,5
1452,102,Employee Engagement,6
1452,102,Safety,7
1452,102,Risk-Taking,8
1452,102,Brand Image,9
1452,102,Customer Satisfaction,10
1452,103,Achievement,1
1452,103,Ambition,2
1452,103,Customer Satisfaction,3
1452,103,Continuous Improvement,4
1452,103,Continuous Learning,5
1452,103,Cost Reduction,6
1452,103,Safety,7
1452,103,Long-Term Perspective,8
1452,103,Risk-Taking,9
1452,103,Innovation,10
722,101,Ambition,1
722,101,Accountability,2
722,101,Achievement,3
722,101,Transparency,4
722,101,Quality,5
722,101,Cost Reduction,6
722,101,Organisational Growth,7
722,101,Risk-Taking,8
722,101,Safety,9
722,101,Vision,10
722,102,Accountability,1
722,102,Achievement,2
722,102,Blame,3
722,102,Commitment,4
722,102,Cost Reduction,5
722,102,Power,6
722,102,Professional Growth,7
3492,101,Adaptability,1
722,102,Making A Difference,8
3492,101,Safety,2
722,102,Long-Term Perspective,9
3492,101,Personal Growth,3
722,102,Information Sharing,10
3492,101,Integrity,4
722,103,Accountability,1
3492,101,Efficiency,5
722,103,Achievement,2
3492,101,Equality,6
722,103,Coaching/ Mentoring,3
3492,101,Ethics,7
722,103,Cost Reduction,4
3492,101,Patience,8
722,103,Continuous Learning,5
3492,101,Team Work,9
722,103,Continuous Improvement,6
3492,101,Information Sharing,10
722,103,Customer Satisfaction,7
3492,102,Long-Term Perspective,1
722,103,Job Security,8
3492,102,Long Hours,2
722,103,Vision,9
3492,102,Safety,3
722,103,Trust,10
3492,102,Reliability,4
3492,102,Trust,5
3492,102,Excellence,6
3492,102,Digital Connectivity,7
3492,102,Employee Engagement,8
3492,102,Cost Reduction,9
3492,102,Bureaucracy,10
3492,103,Recognition,1
3492,103,Professional Growth,2
3492,103,Personal Growth,3
3492,103,Influence,4
3492,103,Balance (Home/Work),5
3492,103,Coaching/ Mentoring,6
3492,103,Conflict Resolution,7
3492,103,Employee Engagement,8
3492,103,Ethics,9
3492,103,Hierarchy,10
349,101,Team Work,1
349,101,Reliability,2
349,101,Risk-Taking,3
349,101,Perseverance,4
349,101,Ethics,5
349,101,Efficiency,6
349,101,Commitment,7
349,101,Adaptability,8
349,101,Trust,9
349,101,Accountability,10
349,102,Community Involvement,1
349,102,Continuous Improvement,2
349,102,Continuous Learning,3
349,102,Customer Satisfaction,4
349,102,Hierarchy,5
349,102,Influence,6
349,102,Long Hours,7
349,102,Power,8
349,102,Profit,9
349,102,Silo Mentality,10
349,103,Employee Engagement,1
349,103,Equality,2
349,103,Global Thinking,3
349,103,Information Sharing,4
349,103,Organisational Growth,5
349,103,Open Communication,6
349,103,Sustainability,7
349,103,Transparency,8
349,103,Well-Being (Physical/ Emotional/ Mental/ Spiritual),9
349,103,Long-Term Perspective,10
153,101,Accountability,1
153,101,Adaptability,2
153,101,Quality,3
153,101,Personal Growth,4
153,101,Continuous Learning,5
153,101,Safety,6
153,101,Integrity,7
153,101,Ethics,8
153,101,Equality,9
153,101,Ambition,10
153,102,Long Hours,1
153,102,Brand Image,2
153,102,Continuous Improvement,3
153,102,Continuous Learning,4
153,102,Cost Reduction,5
153,102,Employee Engagement,6
153,102,Exploitation,7
153,102,Innovation,8
153,102,Risk-Taking,9
153,102,Integrity,10
153,103,Coaching/ Mentoring,1
153,103,Balance (Home/Work),2
153,103,Achievement,3
153,103,Continuous Improvement,4
153,103,Continuous Learning,5
153,103,Cost Reduction,6
153,103,Employee Engagement,7
153,103,Ethics,8
153,103,Financial Stability,9
153,103,Job Security,10
2779,101,Adaptability,1
2779,101,Accountability,2
2779,101,Community Involvement,3
2779,101,Customer Satisfaction,4
2779,101,Decisiveness,5
2779,101,Conflict Resolution,6
2779,101,Continuous Improvement,7
2779,101,Sustainability,8
2779,101,Professional Growth,9
2779,101,Profit,10
2779,102,Brand Image,1
2779,102,Bureaucracy,2
2779,102,Customer Satisfaction,3
2779,102,Cost Reduction,4
2779,102,Information Hoarding,5
2779,102,Perseverance,6
2779,102,Risk-Taking,7
2779,102,Long Hours,8
2779,102,Hierarchy,9
2779,102,Influence,10
2779,103,Employee Engagement,1
2779,103,Leadership Development,2
2779,103,Organisational Growth,3
2779,103,Making A Difference,4
2779,103,Empowerment,5
2779,103,Coaching/ Mentoring,6
2779,103,Global Thinking,7
2779,103,Innovation,8
2779,103,Information Sharing,9
2779,103,Transparency,10
634,101,Commitment,1
634,101,Ambition,2
634,101,Team Work,3
634,101,Trust,4
634,101,Long-Term Perspective,5
634,101,Mission Focus,6
634,101,Excellence,7
634,101,Empowerment,8
634,101,Efficiency,9
634,101,Compassion,10
634,102,Adaptability,1
634,102,Achievement,2
634,102,Brand Image,3
634,102,Coaching/ Mentoring,4
634,102,Community Involvement,5
634,102,Continuous Improvement,6
634,102,Cost Reduction,7
634,102,Continuous Learning,8
634,102,Equality,9
634,102,Global Thinking,10
634,103,Balance (Home/Work),1
634,103,Ambition,2
634,103,Adaptability,3
634,103,Coaching/ Mentoring,4
634,103,Commitment,5
634,103,Conflict Resolution,6
634,103,Continuous Improvement,7
634,103,Cost Reduction,8
634,103,Continuous Learning,9
634,103,Empowerment,10
3457,101,Adaptability,1
3457,101,Ambition,2
3457,101,Balance (Home/Work),3
3457,101,Continuous Learning,4
3457,101,Digital Connectivity,5
3457,101,Transparency,6
3457,101,Trust,7
3457,101,Well-Being (Physical/ Emotional/ Mental/ Spiritual),8
3457,101,Patience,9
3457,101,Ethics,10
3457,102,Achievement,1
3457,102,Risk-Taking,2
3457,102,Safety,3
3457,102,Brand Image,4
3457,102,Cost Reduction,5
3457,102,Innovation,6
3457,102,Long Hours,7
3457,102,Job Security,8
3457,102,Exploitation,9
3457,102,Team Work,10
3457,103,Accountability,1
3457,103,Adaptability,2
3457,103,Risk-Taking,3
3457,103,Reliability,4
3457,103,Customer Satisfaction,5
3457,103,Compassion,6
3457,103,Ethics,7
3457,103,Quality,8
3457,103,Trust,9
3457,103,Cost Reduction,10
3549,101,Accountability,1
3549,101,Adaptability,2
3549,101,Conflict Resolution,3
3549,101,Continuous Improvement,4
3549,101,Continuous Learning,5
3549,101,Efficiency,6
3549,101,Ethics,7
2507,101,Power,1
3549,101,Excellence,8
2507,101,Reliability,2
3549,101,Information Sharing,9
2507,101,Safety,3
3549,101,Patience,10
2507,101,Trust,4
3549,102,Accountability,1
2507,101,Quality,5
3549,102,Adaptability,2
2507,101,Patience,6
3549,102,Balance (Home/Work),3
2507,101,Cost Reduction,7
3549,102,Continuous Improvement,4
2507,101,Sustainability,8
3549,102,Cost Reduction,5
2507,101,Achievement,9
3549,102,Continuous Learning,6
2507,101,Profit,10
3549,102,Efficiency,7
2507,102,Financial Stability,1
3549,102,Customer Satisfaction,8
2507,102,Achievement,2
3549,102,Equality,9
2507,102,Global Thinking,3
3549,102,Ethics,10
2507,102,Team Work,4
3549,103,Accountability,1
2507,102,Mission Focus,5
3549,103,Achievement,2
2507,102,Safety,6
3549,103,Adaptability,3
2507,102,Excellence,7
3549,103,Ambition,4
2507,102,Quality,8
3549,103,Balance (Home/Work),5
2507,102,Profit,9
3549,103,Commitment,6
2507,102,Vision,10
3549,103,Cost Reduction,7
2507,103,Profit,1
3549,103,Continuous Learning,8
2507,103,Quality,2
3549,103,Continuous Improvement,9
2507,103,Safety,3
3549,103,Ethics,10
2507,103,Sustainability,4
2507,103,Team Work,5
2507,103,Cost Reduction,6
2507,103,Well-Being (Physical/ Emotional/ Mental/ Spiritual),7
2507,103,Financial Stability,8
2507,103,Customer Satisfaction,9
2507,103,Global Thinking,10
2743,101,Innovation,1
2743,101,Team Work,2
2743,101,Sustainability,3
2743,101,Integrity,4
2743,101,Excellence,5
2743,101,Reliability,6
2743,101,Achievement,7
2743,101,Vision,8
2743,101,Trust,9
2743,101,Balance (Home/Work),10
2743,102,Quality,1
2743,102,Adaptability,2
2743,102,Digital Connectivity,3
2743,102,Excellence,4
2743,102,Global Thinking,5
2743,102,Sustainability,6
2743,102,Information Sharing,7
2743,102,Brand Image,8
2743,102,Change Averse,9
2743,102,Integrity,10
2743,103,Brand Image,1
2743,103,Customer Satisfaction,2
2743,103,Digital Connectivity,3
2743,103,Integrity,4
2743,103,Reliability,5
2743,103,Sustainability,6
2743,103,Safety,7
2743,103,Quality,8
2743,103,Profit,9
2743,103,Organisational Growth,10
1301,101,Achievement,1
1301,101,Balance (Home/Work),2
1301,101,Community Involvement,3
1301,101,Continuous Learning,4
1301,101,Digital Connectivity,5
1301,101,Ethics,6
1301,101,Job Security,7
1301,101,Mission Focus,8
1301,101,Team Work,9
1301,101,Trust,10
1301,102,Customer Satisfaction,1
1301,102,Recognition,2
1301,102,Innovation,3
1301,102,Digital Connectivity,4
1301,102,Risk-Taking,5
1301,102,Ease With Uncertainty,6
1301,102,Profit,7
1301,102,Cost Reduction,8
1301,102,Long Hours,9
1301,102,Quality,10
1301,103,Long-Term Perspective,1
1301,103,Recognition,2
1301,103,Sustainability,3
1301,103,Decisiveness,4
1301,103,Global Thinking,5
1301,103,Team Work,6
1301,103,Transparency,7
1301,103,Continuous Improvement,8
1301,103,Profit,9
1301,103,Well-Being (Physical/ Emotional/ Mental/ Spiritual),10
2578,101,Accountability,1
2578,101,Commitment,2
2578,101,Ease With Uncertainty,3
2578,101,Decisiveness,4
2578,101,Empowerment,5
2578,101,Financial Stability,6
2578,101,Influence,7
2578,101,Leadership Development,8
2578,101,Making A Difference,9
2578,101,Innovation,10
2578,102,Achievement,1
2578,102,Customer Satisfaction,2
2578,102,Employee Engagement,3
2578,102,Risk-Taking,4
2578,102,Silo Mentality,5
2578,102,Short-Term Focus,6
2578,102,Personal Growth,7
2578,102,Influence,8
2578,102,Exploitation,9
2578,102,Cost Reduction,10
2578,103,Accountability,1
2578,103,Adaptability,2
2578,103,Coaching/ Mentoring,3
2578,103,Commitment,4
2578,103,Community Involvement,5
2578,103,Compassion,6
2578,103,Continuous Improvement,7
2578,103,Conflict Resolution,8
2578,103,Empowerment,9
2578,103,Financial Stability,10
2676,101,Achievement,1
2676,101,Brand Image,2
2676,101,Excellence,3
2676,101,Empowerment,4
2676,101,Customer Satisfaction,5
2676,101,Safety,6
2676,101,Vision,7
2676,101,Quality,8
2676,101,Profit,9
2676,101,Fairness,10
2676,102,Accountability,1
2676,102,Achievement,2
2676,102,Brand Image,3
2676,102,Commitment,4
2676,102,Ethics,5
2676,102,Excellence,6
2676,102,Fairness,7
2676,102,Profit,8
2676,102,Quality,9
2676,102,Vision,10
2676,103,Accountability,1
2676,103,Achievement,2
2676,103,Ambition,3
2676,103,Customer Satisfaction,4
2676,103,Empowerment,5
2676,103,Financial Stability,6
2676,103,Profit,7
2676,103,Safety,8
2676,103,Reliability,9
2676,103,Team Work,10
2003,101,Accountability,1
2003,101,Adaptability,2
2003,101,Balance (Home/Work),3
2003,101,Continuous Learning,4
2003,101,Continuous Improvement,5
2003,101,Customer Satisfaction,6
2003,101,Ease With Uncertainty,7
2003,101,Efficiency,8
2003,101,Excellence,9
2003,101,Ethics,10
2003,102,Accountability,1
2003,102,Community Involvement,2
2003,102,Adaptability,3
2003,102,Excellence,4
2003,102,Ethics,5
2003,102,Equality,6
2003,102,Efficiency,7
2003,102,Profit,8
2003,102,Quality,9
2003,102,Professional Growth,10
2003,103,Patience,1
2003,103,Balance (Home/Work),2
2003,103,Cost Reduction,3
2003,103,Continuous Learning,4
2003,103,Efficiency,5
2003,103,Continuous Improvement,6
2003,103,Accountability,7
2003,103,Achievement,8
2003,103,Adaptability,9
2003,103,Ethics,10
2078,101,Ethics,1
2078,101,Excellence,2
2078,101,Inclusiveness,3
2078,101,Commitment,4
2078,101,Innovation,5
2078,101,Integrity,6
2078,101,Leadership Development,7
2078,101,Mission Focus,8
2078,101,Sustainability,9
2078,101,Achievement,10
2078,102,Achievement,1
2078,102,Ethics,2
2078,102,Sustainability,3
2078,102,Integrity,4
2078,102,Commitment,5
2078,102,Accountability,6
2078,102,Innovation,7
2078,102,Excellence,8
2078,102,Balance (Home/Work),9
2078,102,Global Thinking,10
2078,103,Accountability,1
2078,103,Customer Satisfaction,2
2078,103,Empowerment,3
2078,103,Long-Term Perspective,4
2078,103,Sustainability,5
2078,103,Achievement,6
2078,103,Equality,7
2078,103,Innovation,8
2078,103,Ethics,9
2078,103,Integrity,10
2683,101,Accountability,1
2683,101,Achievement,2
2683,101,Cost Reduction,3
2683,101,Customer Satisfaction,4
2683,101,Employee Engagement,5
2683,101,Job Security,6
2683,101,Leadership Development,7
2683,101,Personal Growth,8
2683,101,Recognition,9
2683,101,Team Work,10
2683,102,Brand Image,1
2683,102,Continuous Improvement,2
2683,102,Continuous Learning,3
2683,102,Digital Connectivity,4
2683,102,Efficiency,5
2683,102,Global Thinking,6
2683,102,Information Hoarding,7
2683,102,Information Sharing,8
2683,102,Innovation,9
2683,102,Long-Term Perspective,10
2683,103,Adaptability,1
2683,103,Balance (Home/Work),2
2683,103,Coaching/ Mentoring,3
2683,103,Customer Satisfaction,4
2683,103,Employee Engagement,5
2683,103,Equality,6
2683,103,Ethics,7
2683,103,Excellence,8
2683,103,Influence,9
2683,103,Patience,10
2482,101,Adaptability,1
2482,101,Commitment,2
2482,101,Accountability,3
2482,101,Perseverance,4
2482,101,Team Work,5
2482,101,Making A Difference,6
2482,101,Decisiveness,7
2482,101,Ethics,8
2482,101,Organisational Growth,9
2482,101,Continuous Learning,10
2482,102,Global Thinking,1
2482,102,Innovation,2
2482,102,Customer Satisfaction,3
2482,102,Sustainability,4
2482,102,Cost Reduction,5
2482,102,Organisational Growth,6
2482,102,Continuous Improvement,7
2482,102,Open Communication,8
2482,102,Safety,9
2482,102,Digital Connectivity,10
2482,103,Excellence,1
2482,103,Coaching/ Mentoring,2
2482,103,Cost Reduction,3
2482,103,Leadership Development,4
2482,103,Making A Difference,5
2482,103,Brand Image,6
2482,103,Professional Growth,7
2482,103,Transparency,8
2482,103,Recognition,9
2482,103,Financial Stability,10
1491,101,Accountability,1
1491,101,Power,2
1491,101,Safety,3
1491,101,Integrity,4
1491,101,Quality,5
1491,101,Team Work,6
1491,101,Adaptability,7
1491,101,Continuous Learning,8
1491,101,Ethics,9
1491,101,Balance (Home/Work),10
1491,102,Excellence,1
1491,102,Trust,2
1491,102,Mission Focus,3
1491,102,Employee Engagement,4
1491,102,Power,5
1491,102,Recognition,6
1491,102,Sustainability,7
1491,102,Adaptability,8
1491,102,Profit,9
1491,102,Efficiency,10
1491,103,Ethics,1
1491,103,Equality,2
1491,103,Integrity,3
1491,103,Professional Growth,4
1491,103,Power,5
1491,103,Recognition,6
1491,103,Risk-Taking,7
1491,103,Vision,8
1491,103,Trust,9
1491,103,Quality,10
2712,101,Accountability,1
2712,101,Achievement,2
2712,101,Making A Difference,3
2712,101,Team Work,4
2712,101,Adaptability,5
2712,101,Risk-Taking,6
2712,101,Continuous Improvement,7
2712,101,Continuous Learning,8
2712,101,Leadership Development,9
693,101,Achievement,1
2712,101,Sustainability,10
693,101,Efficiency,2
2712,102,Innovation,1
693,101,Influence,3
2712,102,Making A Difference,2
693,101,Power,4
2712,102,Team Work,3
693,101,Ambition,5
2712,102,Risk-Taking,4
693,101,Accountability,6
2712,102,Hierarchy,5
693,101,Adaptability,7
2712,102,Continuous Improvement,6
693,101,Reliability,8
2712,102,Continuous Learning,7
693,101,Innovation,9
2712,102,Cost Reduction,8
693,101,Integrity,10
2712,102,Profit,9
693,102,Adaptability,1
